statuses_count,followers_count,friends_count,favourites_count,listed_count,verified_true,verified_false,protected_true,protected_false,isGenuine
10523,423,453,681,0,0,1,0,1,1
1908,65,88,1601,0,0,1,0,1,1
711,46,31,604,0,0,1,0,1,1
6160,195,228,4842,0,0,1,0,1,1
1801,360,369,256,8,0,1,0,1,1
39968,939,753,625,22,0,1,0,1,1
129517,1962,1334,8175,14,0,1,0,1,1
257,127,132,46,9,0,1,0,1,1
3233,119,394,187,5,0,1,0,1,1
17282,242,139,466,16,0,1,0,1,1
2364,178,224,252,3,0,1,0,1,1
6182,321,464,312,22,0,1,0,1,1
32717,2052,2246,4803,17,0,1,0,1,1
13579,1458,1548,10172,70,0,1,0,1,1
24314,213,578,125,2,0,1,0,1,1
29,43,46,49,0,0,1,0,1,1
2859,209,296,1395,1,0,1,0,1,1
3440,242,191,1365,0,0,1,0,1,1
10070,131,295,368,2,0,1,0,1,1
21537,2622,1231,5837,63,0,1,0,1,1
13373,221,307,8927,4,0,1,0,1,1
12068,505,196,14001,1,0,1,0,1,1
1810,171,183,7623,0,0,1,0,1,1
1076,139,118,5776,2,0,1,0,1,1
1052,189,248,362,0,0,1,0,1,1
4605,139,138,2027,3,0,1,0,1,1
7733,705,577,18190,0,0,1,0,1,1
6700,170,169,1430,1,0,1,0,1,1
258,27,114,237,0,0,1,0,1,1
6727,393,391,3889,0,0,1,0,1,1
2037,253,150,675,1,0,1,0,1,1
7259,863,819,19271,5,0,1,0,1,1
17068,629,838,3202,3,0,1,0,1,1
92,52,266,629,0,0,1,0,1,1
20502,226,116,883,2,0,1,0,1,1
2785,435,684,11141,0,0,1,0,1,1
6611,484,1388,3562,12,0,1,0,1,1
3956,423,524,3697,0,0,1,0,1,1
451,109,91,60,2,0,1,0,1,1
3145,278,257,701,1,0,1,0,1,1
195,142,391,7,4,0,1,0,1,1
70365,618,453,15626,3,0,1,0,1,1
6497,351,264,5209,0,0,1,0,1,1
36430,1439,1591,6761,91,0,1,0,1,1
59543,4126,4094,2170,195,0,1,0,1,1
1120,79,261,49,2,0,1,0,1,1
4371,515,939,12,5,0,1,0,1,1
889,31,45,155,0,0,1,0,1,1
1826,227,123,4913,0,0,1,0,1,1
16942,534,860,41,22,0,1,0,1,1
60463,568,387,15599,1,0,1,0,1,1
127,105,348,8,1,0,1,0,1,1
17761,409,359,3186,3,0,1,0,1,1
10964,656,575,1861,53,0,1,0,1,1
103921,2902,660,1619,34,0,1,0,1,1
11162,214,573,5378,0,0,1,0,1,1
14998,322,263,4973,1,0,1,0,1,1
3347,570,980,1339,5,0,1,0,1,1
1157,112,106,361,0,0,1,0,1,1
3438,116,126,2722,2,0,1,0,1,1
294,147,126,723,0,0,1,0,1,1
46114,877,655,6643,5,0,1,0,1,1
11539,387,1108,812,17,0,1,0,1,1
460,73,473,236,2,0,1,0,1,1
27575,4960,4386,31200,97,0,1,0,1,1
2111,113,329,99,3,0,1,0,1,1
12042,10011,1812,814,10,0,1,0,1,1
12512,506,527,168,27,0,1,0,1,1
21545,679,358,2845,1,0,1,0,1,1
453,266,1413,169,0,0,1,0,1,1
4202,170,230,4560,0,0,1,0,1,1
84919,3975,1803,14566,153,0,1,0,1,1
13853,314,247,1812,1,0,1,0,1,1
2042,123,320,1426,0,0,1,0,1,1
856,252,271,2461,0,0,1,0,1,1
1677,834,264,34,28,0,1,0,1,1
10823,312,39,12,3,0,1,0,1,1
771,33,59,910,1,0,1,0,1,1
843,51,42,1137,0,0,1,0,1,1
3024,123,168,729,0,0,1,0,1,1
3914,258,564,7440,6,0,1,0,1,1
720,111,67,788,0,0,1,0,1,1
1899,424,316,5,3,0,1,0,1,1
37,10,35,135,0,0,1,0,1,1
4213,131,147,5506,5,0,1,0,1,1
6753,295,647,2660,2,0,1,0,1,1
1503,178,174,100,8,0,1,0,1,1
9086,255,300,5586,1,0,1,0,1,1
146,175,219,125,1,0,1,0,1,1
2824,81,228,121,1,0,1,0,1,1
5191,321,226,3930,0,0,1,0,1,1
14210,320,193,13278,1,0,1,0,1,1
7199,395,71,270,0,0,1,0,1,1
4130,79,264,75,2,0,1,0,1,1
19170,1558,625,5323,52,0,1,0,1,1
8316,392,261,168,2,0,1,0,1,1
881,67,53,454,1,0,1,0,1,1
229,43,26,336,4,0,1,0,1,1
36738,1137,282,21157,0,0,1,0,1,1
5856,129,123,2041,3,0,1,0,1,1
5768,567,539,1057,2,0,1,0,1,1
77,89,187,113,0,0,1,0,1,1
16008,287,276,8749,1,0,1,0,1,1
1190,74,114,1419,1,0,1,0,1,1
8179,138,276,179,3,0,1,0,1,1
13,9,43,44,0,0,1,0,1,1
7966,514,1313,4971,3,0,1,0,1,1
7512,783,1993,578,0,0,1,0,1,1
960,804,636,2134,10,0,1,0,1,1
2440,166,118,8468,0,0,1,0,1,1
10308,31,47,1343,1,0,1,0,1,1
81091,2199,465,4639,44,0,1,0,1,1
14987,253,373,1114,0,0,1,0,1,1
3264,150,53,4836,0,0,1,0,1,1
1342,79,179,329,0,0,1,0,1,1
4565,4558,669,1552,71,0,1,0,1,1
7698,535,331,4470,0,0,1,0,1,1
25584,1071,379,1010,4,0,1,0,1,1
194,60,222,4,0,0,1,0,1,1
56379,847,932,750,9,0,1,0,1,1
1890,252,889,345,3,0,1,0,1,1
43671,5363,667,6682,88,0,1,0,1,1
2997,249,740,1887,6,0,1,0,1,1
33905,6817,311,12137,36,0,1,0,1,1
5311,587,494,4388,2,0,1,0,1,1
1127,599,901,869,5,0,1,0,1,1
6901,342,146,459,1,0,1,0,1,1
24427,293,372,6997,2,0,1,0,1,1
86119,762,303,5654,11,0,1,0,1,1
67418,16186,5242,22044,243,0,1,0,1,1
41032,1320,150,65896,60,0,1,0,1,1
13234,590,585,16745,18,0,1,0,1,1
27114,649,389,15779,1,0,1,0,1,1
5705,272,232,95,2,0,1,0,1,1
28817,854,556,216,12,0,1,0,1,1
14258,341,748,1474,3,0,1,0,1,1
82175,1283,734,8612,20,0,1,0,1,1
2759,227,338,28,10,0,1,0,1,1
7832,1273,1898,3326,4,0,1,0,1,1
11749,2407,526,3951,36,0,1,0,1,1
2216,364,376,74,17,0,1,0,1,1
2387,538,1724,398,0,0,1,0,1,1
3435,859,1588,11185,1,0,1,0,1,1
9731,394,311,4086,5,0,1,0,1,1
6176,7769,321,5,78,0,1,0,1,1
6523,389,892,295,0,0,1,0,1,1
163,46,124,55,0,0,1,0,1,1
2782,212,185,5120,4,0,1,0,1,1
234,322,234,1,8,0,1,0,1,1
4990,368,281,4189,1,0,1,0,1,1
3505,368,381,3361,0,0,1,0,1,1
110,24,38,32,0,0,1,0,1,1
10139,302,232,2047,5,0,1,0,1,1
21519,352,394,1223,1,0,1,0,1,1
1937,887,743,51,1,0,1,0,1,1
2216,522,793,1102,4,0,1,0,1,1
434,149,153,9,0,0,1,0,1,1
9293,443,471,14142,0,0,1,0,1,1
3997,141,140,831,0,0,1,0,1,1
59052,332,833,1862,45,0,1,0,1,1
21936,1532,187,14874,4,0,1,0,1,1
905,258,206,517,0,0,1,0,1,1
11688,1201,1191,351,61,0,1,0,1,1
25583,149,317,4,25,0,1,0,1,1
8096,642,1996,7114,3,0,1,0,1,1
3979,2249,950,339,66,0,1,0,1,1
966,136,348,149,0,0,1,0,1,1
8860,178,493,715,6,0,1,0,1,1
3027,111,207,159,8,0,1,0,1,1
4340,226,186,9190,0,0,1,0,1,1
1090,179,271,710,0,0,1,0,1,1
27538,2104,972,2045,8,0,1,0,1,1
316,67,59,340,0,0,1,0,1,1
7453,261,354,6643,0,0,1,0,1,1
6622,102,325,214,9,0,1,0,1,1
6359,312,195,11456,0,0,1,0,1,1
21206,304,310,403,2,0,1,0,1,1
11711,344,383,10042,4,0,1,0,1,1
10862,71,181,3501,4,0,1,0,1,1
12508,921,2003,5944,5,0,1,0,1,1
103,26,189,40,1,0,1,0,1,1
3150,413,412,23829,3,0,1,0,1,1
66292,421,280,28862,2,0,1,0,1,1
61932,12466,122,14412,148,0,1,0,1,1
27509,636,592,25461,13,0,1,0,1,1
9685,652,419,12042,0,0,1,0,1,1
1671,167,176,10708,0,0,1,0,1,1
19643,608,483,1011,18,0,1,0,1,1
130705,35272,35095,10395,186,0,1,0,1,1
107299,1402,958,2076,11,0,1,0,1,1
10854,9527,887,3363,15,0,1,0,1,1
167,130,189,1108,3,0,1,0,1,1
818,152,417,159,6,0,1,0,1,1
381,49,189,3,1,0,1,0,1,1
29538,414,270,4053,3,0,1,0,1,1
99085,1212,1630,761,49,0,1,0,1,1
41214,819,758,294,2,0,1,0,1,1
3806,2746,2547,2901,14,0,1,0,1,1
37891,521,605,879,7,0,1,0,1,1
1662,742,497,8992,2,0,1,0,1,1
3621,370,266,5596,1,0,1,0,1,1
30256,1536,1208,20063,7,0,1,0,1,1
11840,604,305,10480,0,0,1,0,1,1
52158,1166,893,9429,1,0,1,0,1,1
50959,768,140,1340,2,0,1,0,1,1
16954,1997,2028,8331,5,0,1,0,1,1
25245,361,349,3022,6,0,1,0,1,1
2642,158,182,159,0,0,1,0,1,1
2545,96,127,6043,1,0,1,0,1,1
103153,7921,512,23337,19,0,1,0,1,1
206,237,394,227,1,0,1,0,1,1
145,174,536,181,1,0,1,0,1,1
1992,72,142,1808,0,0,1,0,1,1
9881,399,368,1900,0,0,1,0,1,1
10093,823,757,21005,0,0,1,0,1,1
32311,655,512,4023,12,0,1,0,1,1
2178,224,213,2936,0,0,1,0,1,1
5171,241,193,337,5,0,1,0,1,1
453,23,147,1638,2,0,1,0,1,1
902,144,273,28,5,0,1,0,1,1
5154,355,406,2484,0,0,1,0,1,1
32334,557,349,318,14,0,1,0,1,1
64811,2634,888,784,186,0,1,0,1,1
14544,206,356,1620,20,0,1,0,1,1
937,753,1942,535,7,0,1,0,1,1
3516,138,416,831,7,0,1,0,1,1
97198,649,895,24840,11,0,1,0,1,1
1108,48,172,131,0,0,1,0,1,1
2780,128,117,658,0,0,1,0,1,1
4692,458,603,1832,9,0,1,0,1,1
41690,3174,772,607,57,0,1,0,1,1
2330,84,57,3631,1,0,1,0,1,1
1242,248,194,527,2,0,1,0,1,1
115,101,149,96,0,0,1,0,1,1
17190,257,222,13364,4,0,1,0,1,1
20861,151,71,4763,1,0,1,0,1,1
14046,1247,740,49185,2,0,1,0,1,1
593,543,445,514,9,0,1,0,1,1
2461,325,205,12164,1,0,1,0,1,1
92927,461,677,1816,22,0,1,0,1,1
7836,552,373,2451,0,0,1,0,1,1
236,168,360,4,5,0,1,0,1,1
4984,240,127,1192,3,0,1,0,1,1
1024,92,137,43,3,0,1,0,1,1
35436,1877,731,114,35,0,1,0,1,1
16780,296,408,1813,5,0,1,0,1,1
10126,269,183,14472,30,0,1,0,1,1
118073,3030,283,68,106,0,1,0,1,1
16068,1068,678,3626,33,0,1,0,1,1
1377,33,52,968,1,0,1,0,1,1
29997,558,674,6414,50,0,1,0,1,1
1022,150,300,867,1,0,1,0,1,1
5108,352,223,1180,0,0,1,0,1,1
1518,270,264,2163,6,0,1,0,1,1
15674,785,550,9166,8,0,1,0,1,1
129,21,168,48,0,0,1,0,1,1
54210,1341,1971,5011,37,0,1,0,1,1
83,59,116,476,0,0,1,0,1,1
11950,702,367,7058,1,0,1,0,1,1
1682,131,407,11999,1,0,1,0,1,1
13276,248,201,297,13,0,1,0,1,1
14159,1209,378,629,80,0,1,0,1,1
903,68,466,1017,4,0,1,0,1,1
30611,287,904,4728,7,0,1,0,1,1
23942,1024,562,16216,0,0,1,0,1,1
11984,197,303,720,4,0,1,0,1,1
2553,114,161,1275,0,0,1,0,1,1
24572,211,327,1358,4,0,1,0,1,1
1759,96,87,4300,4,0,1,0,1,1
4193,114,751,927,6,0,1,0,1,1
8165,32,7,45,2,0,1,0,1,1
388,25,66,216,3,0,1,0,1,1
4991,157,145,1214,0,0,1,0,1,1
32,1,2,206,0,0,1,0,1,1
3236,29,16,188,5,0,1,0,1,1
9207,389,107,453,2,0,1,0,1,1
692,100,100,1285,0,0,1,0,1,1
7109,864,634,1493,1,0,1,0,1,1
23381,864,1122,12734,14,0,1,0,1,1
12822,168,403,524,5,0,1,0,1,1
22769,657,398,16705,1,0,1,0,1,1
1776,545,458,1038,0,0,1,0,1,1
10161,132,621,1037,1,0,1,0,1,1
99,130,102,539,0,0,1,0,1,1
32124,351,941,18399,18,0,1,0,1,1
893,51,152,775,2,0,1,0,1,1
10714,4158,76,26583,4,0,1,0,1,1
365,150,77,114,1,0,1,0,1,1
36359,6154,2329,20012,64,0,1,0,1,1
7210,160,88,791,1,0,1,0,1,1
8117,223,177,1129,0,0,1,0,1,1
104,32,123,39,0,0,1,0,1,1
17963,1077,696,9466,1,0,1,0,1,1
963,547,1026,1222,0,0,1,0,1,1
8303,535,375,1596,11,0,1,0,1,1
32885,672,665,15423,3,0,1,0,1,1
12853,988,1111,972,5,0,1,0,1,1
3494,146,300,272,11,0,1,0,1,1
146971,276,412,4359,21,0,1,0,1,1
554,82,245,1185,2,0,1,0,1,1
26645,537,286,842,5,0,1,0,1,1
936,162,153,225,0,0,1,0,1,1
102429,777,88,3836,8,0,1,0,1,1
10542,176,355,8937,4,0,1,0,1,1
45041,615,445,4446,0,0,1,0,1,1
48821,934,387,98,18,0,1,0,1,1
53520,1092,983,1881,74,0,1,0,1,1
2117,137,212,13,6,0,1,0,1,1
10576,76,92,13,0,0,1,0,1,1
61428,6219,144,22468,69,0,1,0,1,1
979,77,289,254,1,0,1,0,1,1
35,15,20,762,0,0,1,0,1,1
8431,484,475,4318,1,0,1,0,1,1
85783,1239,338,2581,6,0,1,0,1,1
36869,7841,89,25542,9,0,1,0,1,1
48804,116,87,46,1,0,1,0,1,1
8643,458,455,2071,0,0,1,0,1,1
1323,411,831,40,4,0,1,0,1,1
5232,359,409,291,0,0,1,0,1,1
10187,88,181,179,2,0,1,0,1,1
54850,1468,313,6043,13,0,1,0,1,1
1597,336,312,19,12,0,1,0,1,1
1290,1782,164,1057,16,0,1,0,1,1
4073,349,392,2411,0,0,1,0,1,1
34930,1321,937,7644,3,0,1,0,1,1
5261,451,406,5188,3,0,1,0,1,1
2497,427,303,3151,0,0,1,0,1,1
1108,243,326,7,13,0,1,0,1,1
2844,656,386,4979,1,0,1,0,1,1
7036,591,525,5740,1,0,1,0,1,1
851,131,249,8735,0,0,1,0,1,1
5077,459,389,4399,0,0,1,0,1,1
314,51,95,389,0,0,1,0,1,1
17172,331,234,0,5,0,1,0,1,1
25819,493,595,34,10,0,1,0,1,1
14256,243,97,3299,1,0,1,0,1,1
7410,324,292,5131,1,0,1,0,1,1
500,28,196,868,1,0,1,0,1,1
6218,484,629,6868,2,0,1,0,1,1
57000,421,436,2061,6,0,1,0,1,1
2721,186,171,4201,0,0,1,0,1,1
10449,205,90,2242,3,0,1,0,1,1
3007,744,642,1502,0,0,1,0,1,1
1922,1206,909,362,20,0,1,0,1,1
20045,555,505,11690,0,0,1,0,1,1
811,118,113,3328,1,0,1,0,1,1
4494,667,1120,778,24,0,1,0,1,1
323,137,1898,3629,1,0,1,0,1,1
35914,771,392,4718,9,0,1,0,1,1
1849,1846,776,319,65,0,1,0,1,1
10272,3388,2699,2890,115,0,1,0,1,1
6039,393,775,2603,17,0,1,0,1,1
5705,151,143,883,2,0,1,0,1,1
21397,850,399,13703,0,0,1,0,1,1
4364,291,295,2275,1,0,1,0,1,1
2790,62,103,311,1,0,1,0,1,1
3188,45,24,19,0,0,1,0,1,1
35866,1128,863,1118,0,0,1,0,1,1
12574,280,814,5935,4,0,1,0,1,1
25007,1527,1901,864,24,0,1,0,1,1
25631,739,691,13006,5,0,1,0,1,1
12740,434,54,41,0,0,1,0,1,1
1232,88,95,135,1,0,1,0,1,1
2011,124,112,4349,0,0,1,0,1,1
1186,29,260,6,1,0,1,0,1,1
1913,300,193,54,8,0,1,0,1,1
18166,253,75,6312,1,0,1,0,1,1
12196,141,342,519,5,0,1,0,1,1
2904,357,201,7344,0,0,1,0,1,1
3626,101,125,2130,0,0,1,0,1,1
5690,128,249,597,1,0,1,0,1,1
1708,376,155,2506,0,0,1,0,1,1
18822,904,1996,30438,12,0,1,0,1,1
2388,369,306,198,5,0,1,0,1,1
50703,520,473,17380,17,0,1,0,1,1
4212,736,148,3377,5,0,1,0,1,1
131,8,9,3,0,0,1,0,1,1
7098,421,785,1778,0,0,1,0,1,1
571,142,93,50,3,0,1,0,1,1
9625,428,394,5806,0,0,1,0,1,1
11656,95,92,3079,0,0,1,0,1,1
8622,292,634,2503,1,0,1,0,1,1
8024,183,120,390,3,0,1,0,1,1
1749,101,438,309,2,0,1,0,1,1
5529,315,319,595,2,0,1,0,1,1
1079,236,401,730,0,0,1,0,1,1
1189,369,337,250,0,0,1,0,1,1
2507,70,105,1645,0,0,1,0,1,1
11978,132,375,326,3,0,1,0,1,1
13301,879,409,9200,1,0,1,0,1,1
21611,3535,2689,5201,16,0,1,0,1,1
8694,240,228,2915,0,0,1,0,1,1
1089,192,521,2598,0,0,1,0,1,1
49037,2333,764,205,12,0,1,0,1,1
30078,514,468,10444,1,0,1,0,1,1
3190,512,277,7302,7,0,1,0,1,1
5679,992,2002,982,282,0,1,0,1,1
5085,815,576,9465,1,0,1,0,1,1
35448,1171,182,184,2,0,1,0,1,1
267,579,281,25537,3,0,1,0,1,1
1088,151,148,13888,3,0,1,0,1,1
2708,54,374,676,3,0,1,0,1,1
23295,514,610,36609,14,0,1,0,1,1
82194,4493,1894,1636,132,0,1,0,1,1
8455,903,728,9680,13,0,1,0,1,1
224,22,121,93,0,0,1,0,1,1
38916,515,494,536,9,0,1,0,1,1
252,56,140,426,0,0,1,0,1,1
708,820,491,32,39,0,1,0,1,1
16007,165,142,3080,0,0,1,0,1,1
14211,507,238,4823,2,0,1,0,1,1
3191,1116,2000,578,4,0,1,0,1,1
159099,2213,828,3910,7,0,1,0,1,1
1976,364,500,7842,0,0,1,0,1,1
25,192,471,134,0,0,1,0,1,1
2485,179,339,257,4,0,1,0,1,1
4303,611,404,3812,0,0,1,0,1,1
4547,403,383,2352,0,0,1,0,1,1
46978,4964,2288,156,23,0,1,0,1,1
10730,225,218,9650,0,0,1,0,1,1
26,67,150,98,0,0,1,0,1,1
11242,333,379,969,9,0,1,0,1,1
7447,112,99,7840,3,0,1,0,1,1
21918,3138,1247,1828,19,0,1,0,1,1
217,25,68,176,0,0,1,0,1,1
7103,267,308,1416,14,0,1,0,1,1
5372,146,150,454,2,0,1,0,1,1
2401,396,585,663,24,0,1,0,1,1
7158,328,491,197,2,0,1,0,1,1
1529,305,764,1045,1,0,1,0,1,1
5956,158,96,7394,1,0,1,0,1,1
15613,467,338,15361,0,0,1,0,1,1
28927,3268,1113,12391,17,0,1,0,1,1
18295,146,80,5781,4,0,1,0,1,1
71,38,28,179,0,0,1,0,1,1
3377,349,596,5616,2,0,1,0,1,1
181,27,108,513,0,0,1,0,1,1
11662,478,469,4476,8,0,1,0,1,1
2314,372,508,5629,0,0,1,0,1,1
2829,594,842,6508,1,0,1,0,1,1
2586,86,92,87,1,0,1,0,1,1
120993,1440,880,6094,8,0,1,0,1,1
2123,569,1840,43,22,0,1,0,1,1
3524,296,239,6175,0,0,1,0,1,1
1473,77,111,65,1,0,1,0,1,1
16375,395,164,2029,0,0,1,0,1,1
364,29,88,180,0,0,1,0,1,1
12659,592,694,7351,1,0,1,0,1,1
1648,79,185,2275,0,0,1,0,1,1
7530,345,514,919,4,0,1,0,1,1
409,137,242,1050,3,0,1,0,1,1
8718,233,739,2523,2,0,1,0,1,1
21694,609,403,2472,1,0,1,0,1,1
9846,582,64,5576,1,0,1,0,1,1
75414,268,530,1853,6,0,1,0,1,1
39610,57179,762,3765,291,0,1,0,1,1
17384,3261,68,7690,21,0,1,0,1,1
64276,1853,636,23768,35,0,1,0,1,1
406,207,107,670,2,0,1,0,1,1
19176,1027,446,4271,32,0,1,0,1,1
89,29,69,73,0,0,1,0,1,1
291,53,137,61,0,0,1,0,1,1
154,65,52,72,0,0,1,0,1,1
196,120,350,104,0,0,1,0,1,1
37732,14613,11076,8172,79,0,1,0,1,1
322470,3798,2886,11224,153,0,1,0,1,1
4932,246,498,799,12,0,1,0,1,1
8652,541,467,483,26,0,1,0,1,1
163168,6314,6735,6568,367,0,1,0,1,1
50655,161,236,469,8,0,1,0,1,1
5258,583,367,4525,6,0,1,0,1,1
8316,612,1613,648,4,0,1,0,1,1
8991,1048,772,2193,4,0,1,0,1,1
2690,261,359,846,1,0,1,0,1,1
8021,123,102,3465,0,0,1,0,1,1
980,21,27,22,1,0,1,0,1,1
2416,124,161,402,0,0,1,0,1,1
193,117,129,110,0,0,1,0,1,1
1774,231,141,2871,0,0,1,0,1,1
31737,1641,1692,28,9,0,1,0,1,1
3717,255,225,3432,1,0,1,0,1,1
82454,4016,314,46049,44,0,1,0,1,1
8485,15,9,28,2,0,1,0,1,1
3659,239,286,1122,2,0,1,0,1,1
21061,248,290,2665,1,0,1,0,1,1
14676,282,487,2028,4,0,1,0,1,1
12814,218,179,396,16,0,1,0,1,1
17213,636,552,12140,1,0,1,0,1,1
12338,703,1643,27,20,0,1,0,1,1
4637,439,587,10270,0,0,1,0,1,1
9735,401,165,438,6,0,1,0,1,1
5101,146,300,94,5,0,1,0,1,1
63,17,105,20,2,0,1,0,1,1
1785,181,216,14,1,0,1,0,1,1
14197,713,932,1128,9,0,1,0,1,1
5223,271,738,2809,3,0,1,0,1,1
27226,3420,1519,8380,181,0,1,0,1,1
21570,1228,132,8751,14,0,1,0,1,1
1114,120,177,1962,0,0,1,0,1,1
110996,525,166,0,41,0,1,0,1,1
26290,1368,1433,6411,4,0,1,0,1,1
3546,359,306,2140,1,0,1,0,1,1
27764,1052,1505,26920,6,0,1,0,1,1
227,131,322,51,0,0,1,0,1,1
526,224,303,5333,2,0,1,0,1,1
613,86,197,648,0,0,1,0,1,1
3416,190,285,3175,1,0,1,0,1,1
31793,587,434,571,0,0,1,0,1,1
36119,1061,666,3754,3,0,1,0,1,1
2308,479,652,390,21,0,1,0,1,1
8818,325,1911,9742,10,0,1,0,1,1
10772,830,1048,6816,31,0,1,0,1,1
460,81,345,98,2,0,1,0,1,1
7165,375,368,6634,0,0,1,0,1,1
81721,231,92,287,1,0,1,0,1,1
5937,148,203,3411,3,0,1,0,1,1
1802,464,457,1171,1,0,1,0,1,1
3409,228,342,2741,0,0,1,0,1,1
12208,812,848,7127,0,0,1,0,1,1
1703,133,215,1287,0,0,1,0,1,1
41598,3577,774,107,19,0,1,0,1,1
46932,533,421,7242,1,0,1,0,1,1
172,116,135,24,4,0,1,0,1,1
3496,321,95,441,0,0,1,0,1,1
18087,423,152,28,24,0,1,0,1,1
33958,338,946,717,11,0,1,0,1,1
40986,1309,230,7999,2,0,1,0,1,1
290,95,237,45,0,0,1,0,1,1
1838,106,151,7,1,0,1,0,1,1
1211,24,63,6,6,0,1,0,1,1
18598,1318,722,6637,9,0,1,0,1,1
43009,579,663,1944,43,0,1,0,1,1
141,321,316,51,0,0,1,0,1,1
11843,1019,1223,2649,4,0,1,0,1,1
139,33,40,519,2,0,1,0,1,1
25637,1204,1711,1555,71,0,1,0,1,1
1919,50,90,1015,0,0,1,0,1,1
3635,919,2001,1743,17,0,1,0,1,1
2064,120,969,5,2,0,1,0,1,1
2794,184,314,50,18,0,1,0,1,1
4840,7816,1749,256,290,0,1,0,1,1
62901,12143,166,13747,136,0,1,0,1,1
285,72,109,194,0,0,1,0,1,1
282,93,103,4215,1,0,1,0,1,1
850,41,112,115,2,0,1,0,1,1
2451,382,365,1675,0,0,1,0,1,1
7573,552,1836,1777,1,0,1,0,1,1
7901,879,59,30730,3,0,1,0,1,1
98,14,51,580,0,0,1,0,1,1
252,32,606,3,1,0,1,0,1,1
24494,780,175,7978,0,0,1,0,1,1
5494,480,303,5614,1,0,1,0,1,1
23996,1903,790,2811,61,0,1,0,1,1
5361,261,485,713,3,0,1,0,1,1
4706,346,490,2847,0,0,1,0,1,1
4697,391,763,555,0,0,1,0,1,1
39158,623,529,42,37,0,1,0,1,1
36045,887,628,2085,12,0,1,0,1,1
42,22,34,23,0,0,1,0,1,1
1034,139,472,272,5,0,1,0,1,1
4083,154,107,12030,3,0,1,0,1,1
3537,295,262,7758,1,0,1,0,1,1
2910,56,68,2445,2,0,1,0,1,1
16991,1051,603,2225,13,0,1,0,1,1
6433,357,341,5881,1,0,1,0,1,1
23001,573,396,7878,0,0,1,0,1,1
90601,62370,427,16576,1547,0,1,0,1,1
4459,794,1463,6552,0,0,1,0,1,1
6962,237,100,3503,1,0,1,0,1,1
9840,820,588,4612,0,0,1,0,1,1
4540,232,223,1802,1,0,1,0,1,1
10485,678,550,1510,5,0,1,0,1,1
5451,1526,1011,3339,10,0,1,0,1,1
17113,407,376,21692,1,0,1,0,1,1
9990,484,1977,5302,3,0,1,0,1,1
8310,1192,709,2335,1,0,1,0,1,1
11409,643,364,14401,2,0,1,0,1,1
45825,7065,1822,3804,596,0,1,0,1,1
16031,2674,2841,550,17,0,1,0,1,1
19140,455,336,7048,0,0,1,0,1,1
2212,421,488,2120,0,0,1,0,1,1
5109,306,679,608,3,0,1,0,1,1
96709,14665,389,15836,195,0,1,0,1,1
24433,2024,1385,9647,9,0,1,0,1,1
44627,5051,454,19312,99,0,1,0,1,1
26208,674,343,3724,0,0,1,0,1,1
8441,448,400,3454,1,0,1,0,1,1
272,33,98,25,1,0,1,0,1,1
19086,371,86,11209,3,0,1,0,1,1
2581,406,401,8443,0,0,1,0,1,1
18357,1234,442,3766,4,0,1,0,1,1
28629,3750,1093,5892,24,0,1,0,1,1
17093,371,238,46158,17,0,1,0,1,1
19270,1170,1118,3606,1,0,1,0,1,1
1895,71,173,25,3,0,1,0,1,1
741,22,197,170,0,0,1,0,1,1
16799,765,1995,18796,20,0,1,0,1,1
3331,198,138,6203,0,0,1,0,1,1
2846,286,432,3847,2,0,1,0,1,1
3967,256,454,1381,7,0,1,0,1,1
7343,1063,79,309,8,0,1,0,1,1
211,65,221,830,0,0,1,0,1,1
28605,6291,4741,15887,15,0,1,0,1,1
13069,644,1326,603,14,0,1,0,1,1
1162,19,117,26,0,0,1,0,1,1
12871,3232,2439,744,1,0,1,0,1,1
1288,346,316,2887,0,0,1,0,1,1
3139,1668,57,1527,3,0,1,0,1,1
2799,276,313,2285,0,0,1,0,1,1
7959,1231,1997,1465,32,0,1,0,1,1
14449,361,278,14448,0,0,1,0,1,1
15258,1635,1610,2082,3,0,1,0,1,1
2698,166,346,142,5,0,1,0,1,1
13,43,155,3,0,0,1,0,1,1
8209,562,217,12535,1,0,1,0,1,1
15529,354,290,1762,6,0,1,0,1,1
16755,723,446,21680,5,0,1,0,1,1
199,23,168,11,4,0,1,0,1,1
173,304,1349,851,2,0,1,0,1,1
406,24,28,240,0,0,1,0,1,1
9961,267,73,881,3,0,1,0,1,1
257,57,224,26,0,0,1,0,1,1
21805,453,302,4093,3,0,1,0,1,1
27500,1373,834,274,3,0,1,0,1,1
8863,278,302,582,2,0,1,0,1,1
183431,759,115,94,32,0,1,0,1,1
2454,340,797,96,1,0,1,0,1,1
3076,56,537,363,0,0,1,0,1,1
251,114,164,185,0,0,1,0,1,1
358,71,318,28,0,0,1,0,1,1
19585,1294,272,20134,6,0,1,0,1,1
1014,54,52,523,1,0,1,0,1,1
631,243,76,1,0,0,1,0,1,1
455,135,383,685,0,0,1,0,1,1
503,41,141,5095,0,0,1,0,1,1
1748,142,122,241,2,0,1,0,1,1
2857,1885,2064,12051,5,0,1,0,1,1
4278,929,726,4837,1,0,1,0,1,1
5326,169,847,3595,0,0,1,0,1,1
634,91,81,113,0,0,1,0,1,1
26486,1232,270,16802,14,0,1,0,1,1
37291,864,360,10959,6,0,1,0,1,1
